City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
250,Reinosa,ES,2020-02-19 00:14:27,43.0,-4.14,48.99,81,40,8.05,scattered clouds,0,0
251,Iquique,CL,2020-02-19 00:14:27,-20.22,-70.14,75.2,60,64,14.99,broken clouds,0,0
252,Sechura,PE,2020-02-19 00:14:27,-5.56,-80.82,74.64,84,47,17.38,scattered clouds,0,0
253,Inhambane,MZ,2020-02-19 00:14:27,-23.86,35.38,80.11,82,21,9.44,light rain,0,0
254,Pandamatenga,BW,2020-02-19 00:14:27,-18.53,25.63,66.54,96,99,5.64,light rain,0,0
255,Sao Joao Da Barra,BR,2020-02-19 00:14:28,-21.64,-41.05,78.8,83,0,11.41,clear sky,0,0
256,Bathsheba,BB,2020-02-19 00:14:28,13.22,-59.52,73.4,94,75,17.22,shower rain,0,0
257,Mount Isa,AU,2020-02-19 00:14:28,-20.73,139.5,93.2,32,45,8.05,scattered clouds,0,0
258,Bahia Blanca,AR,2020-02-19 00:12:37,-38.72,-62.27,72.01,18,0,6.58,clear sky,0,0
259,Lompoc,US,2020-02-19 00:14:28,34.64,-120.46,66.2,51,1,6.93,clear sky,0,0
260,Victor Harbor,AU,2020-02-19 00:14:28,-35.57,138.62,66.2,42,75,14.99,broken clouds,0,0
261,Flinders,AU,2020-02-19 00:14:28,-34.58,150.86,79.0,43,20,19.46,few clouds,0,0
262,Kieta,PG,2020-02-19 00:14:28,-6.22,155.63,85.15,66,96,8.12,overcast clouds,0,0
263,Neepawa,CA,2020-02-19 00:14:29,50.23,-99.47,-4.0,58,5,16.11,clear sky,0,0
264,Fort Nelson,CA,2020-02-19 00:14:29,58.81,-122.7,14.0,66,75,4.7,broken clouds,0,0
265,Cesvaine,LV,2020-02-19 00:14:29,56.97,26.32,35.8,82,70,9.57,broken clouds,0,0
266,Vacaria,BR,2020-02-19 00:14:29,-28.51,-50.93,73.99,89,100,4.32,light rain,0,0
267,Kamenka,RU,2020-02-19 00:14:29,51.32,42.77,34.0,95,100,8.01,light snow,0,0
268,Chisec,GT,2020-02-19 00:14:30,15.82,-90.28,77.63,75,0,2.08,clear sky,0,0
269,Esil,KZ,2020-02-19 00:14:30,51.96,66.4,28.6,94,100,26.17,light snow,0,0
270,Ajdabiya,LY,2020-02-19 00:14:30,30.76,20.23,58.6,65,40,12.35,scattered clouds,0,0
271,Aswan,EG,2020-02-19 00:10:49,24.09,32.91,55.44,50,0,8.7,clear sky,0,0
272,San Quintin,MX,2020-02-19 00:14:31,30.48,-115.95,60.49,74,0,9.22,clear sky,0,0
273,Kisangani,CD,2020-02-19 00:14:31,0.52,25.2,70.68,98,100,3.2,light rain,0,0
274,Sur,OM,2020-02-19 00:14:31,22.57,59.53,64.6,50,0,1.88,clear sky,0,0
275,Caxias,PT,2020-02-19 00:14:31,38.7,-9.28,52.0,81,0,19.46,clear sky,0,0
276,Rudbar,AF,2020-02-19 00:14:31,30.15,62.6,47.48,54,100,13.29,overcast clouds,0,0
277,Mayumba,GA,2020-02-19 00:14:31,-3.43,10.66,82.53,80,0,4.27,light rain,0,0
278,Mecca,SA,2020-02-19 00:14:31,21.43,39.83,70.32,76,52,3.27,broken clouds,0,0
279,Petropavlovsk-Kamchatskiy,RU,2020-02-19 00:14:32,53.05,158.65,5.0,54,0,6.71,clear sky,0,0
280,Ibia,BR,2020-02-19 00:14:32,-19.48,-46.54,71.01,94,100,3.36,light rain,0,0
281,Nanortalik,GL,2020-02-19 00:14:32,60.14,-45.24,23.07,66,51,33.51,broken clouds,0,0
282,Wonthaggi,AU,2020-02-19 00:14:32,-38.6,145.59,61.0,88,99,15.23,light rain,0,0
283,Cayenne,GF,2020-02-19 00:14:32,4.93,-52.33,80.6,74,75,8.05,broken clouds,0,0
284,Nome,US,2020-02-19 00:14:32,64.5,-165.41,26.01,85,90,14.99,overcast clouds,0,0
285,Salalah,OM,2020-02-19 00:14:32,17.02,54.09,71.6,73,20,3.36,few clouds,0,0
286,Cartagena,CO,2020-02-19 00:14:32,10.4,-75.51,82.4,78,0,13.87,clear sky,0,0
287,Coquimbo,CL,2020-02-19 00:14:33,-29.95,-71.34,64.4,77,0,11.41,clear sky,0,0
288,Diapaga,BF,2020-02-19 00:14:33,12.07,1.79,74.59,14,0,7.0,clear sky,0,0
289,Taksimo,RU,2020-02-19 00:14:33,56.34,114.88,-10.23,84,0,1.32,clear sky,0,0
290,Port Hedland,AU,2020-02-19 00:14:33,-20.32,118.57,84.2,58,22,11.41,few clouds,0,0
291,Guaruja,BR,2020-02-19 00:14:33,-23.99,-46.26,75.2,78,75,12.75,thunderstorm,0,0
292,Matagalpa,NI,2020-02-19 00:14:34,12.93,-85.92,75.2,69,40,4.7,scattered clouds,0,0
293,Longyearbyen,SJ,2020-02-19 00:14:34,78.22,15.64,-0.4,64,20,12.75,few clouds,0,0
294,Korcula,HR,2020-02-19 00:14:34,42.96,17.14,46.4,61,99,1.12,overcast clouds,0,0
295,Chernyshevskiy,RU,2020-02-19 00:12:06,63.01,112.47,-12.86,97,19,4.29,few clouds,0,0
296,Umm Kaddadah,SD,2020-02-19 00:14:35,13.6,26.69,67.26,26,36,11.79,scattered clouds,0,0
297,Abha,SA,2020-02-19 00:14:35,18.22,42.51,60.8,51,0,1.25,clear sky,0,0
298,Northam,GB,2020-02-19 00:14:35,51.03,-4.22,45.0,80,20,10.29,few clouds,0,0
299,Torbay,CA,2020-02-19 00:14:35,47.67,-52.73,19.0,66,20,13.87,few clouds,0,0
300,Jaru,BR,2020-02-19 00:14:35,-10.44,-62.47,77.52,90,100,2.33,light rain,0,0
301,Bekhteyevka,RU,2020-02-19 00:14:35,50.81,37.21,35.6,100,90,4.47,fog,0,0
302,Tooele,US,2020-02-19 00:09:40,40.53,-112.3,37.4,47,1,5.82,clear sky,0,0
303,Richards Bay,ZA,2020-02-19 00:14:35,-28.78,32.04,76.93,82,83,21.52,light rain,0,0
304,Plettenberg Bay,ZA,2020-02-19 00:14:35,-34.05,23.37,68.43,85,0,3.31,clear sky,0,0
305,Aden,YE,2020-02-19 00:12:46,12.78,45.04,73.62,78,0,9.73,clear sky,0,0
306,Harper,LR,2020-02-19 00:14:36,4.38,-7.72,77.18,90,0,1.99,clear sky,0,0
307,Gazli,UZ,2020-02-19 00:14:36,40.13,63.45,28.26,59,0,10.67,clear sky,0,0
308,Lagoa,PT,2020-02-19 00:14:36,39.05,-27.98,59.09,70,83,14.67,broken clouds,0,0
309,Nuuk,GL,2020-02-19 00:14:36,64.18,-51.72,12.2,78,75,9.17,light shower snow,0,0
310,Pozo Colorado,PY,2020-02-19 00:14:36,-23.49,-58.8,82.09,75,79,13.71,light rain,0,0
311,Dikson,RU,2020-02-19 00:14:36,73.51,80.55,17.46,87,100,38.05,light snow,0,0
312,Pishin,PK,2020-02-19 00:14:36,30.58,67.0,44.8,52,31,10.87,scattered clouds,0,0
313,Lais,PH,2020-02-19 00:14:37,6.33,125.65,76.98,81,73,12.93,light rain,0,0
314,Manggar,ID,2020-02-19 00:14:37,-2.88,108.27,82.8,78,78,17.96,broken clouds,0,0
315,Kalamnuri,IN,2020-02-19 00:14:37,19.67,77.33,66.78,23,0,4.34,clear sky,0,0
316,Lokosovo,RU,2020-02-19 00:14:37,61.13,74.82,30.9,97,100,8.75,light snow,0,0
317,Mwanza,TZ,2020-02-19 00:14:37,-2.52,32.9,71.6,83,20,7.27,few clouds,0,0
318,Sitka,US,2020-02-19 00:14:37,57.05,-135.33,44.6,65,75,13.87,broken clouds,0,0
319,New Milford,US,2020-02-19 00:11:56,40.93,-74.02,46.0,87,90,3.0,light rain,0,0
320,Jacareacanga,BR,2020-02-19 00:14:37,-6.22,-57.75,75.61,96,95,1.52,light rain,0,0
321,Bloemfontein,ZA,2020-02-19 00:12:29,-29.12,26.21,60.8,93,80,6.51,broken clouds,0,0
322,Barcelos,PT,2020-02-19 00:14:38,41.54,-8.62,46.99,87,0,3.36,clear sky,0,0
323,Fairbanks,US,2020-02-19 00:10:32,64.84,-147.72,23.0,85,1,1.63,clear sky,0,0
324,Dakar,SN,2020-02-19 00:14:38,14.69,-17.44,82.4,39,0,13.87,clear sky,0,0
325,Kushima,JP,2020-02-19 00:14:38,31.46,131.23,39.2,64,20,9.17,few clouds,0,0
326,Mitchell,US,2020-02-19 00:10:09,43.71,-98.03,14.0,72,90,17.22,overcast clouds,0,0
327,Beira,MZ,2020-02-19 00:14:38,-19.84,34.84,82.4,78,40,4.7,scattered clouds,0,0
328,Belle Fourche,US,2020-02-19 00:14:38,44.67,-103.85,21.2,92,90,8.05,overcast clouds,0,0
329,Shimoda,JP,2020-02-19 00:14:38,34.67,138.95,48.2,49,75,10.29,broken clouds,0,0
330,Maple Creek,CA,2020-02-19 00:14:39,49.92,-109.48,-0.2,93,100,5.1,overcast clouds,0,0
331,Harindanga,IN,2020-02-19 00:14:39,22.04,88.32,62.6,93,0,3.36,mist,0,0
332,Talnakh,RU,2020-02-19 00:14:39,69.49,88.4,12.2,85,100,35.79,light snow,0,0
333,Tanabe,JP,2020-02-19 00:14:40,33.73,135.37,46.0,69,20,4.7,few clouds,0,0
334,Amarante Do Maranhao,BR,2020-02-19 00:14:40,-5.57,-46.74,74.26,95,100,2.13,light rain,0,0
335,Hithadhoo,MV,2020-02-19 00:14:41,-0.6,73.08,82.83,78,3,11.48,light rain,0,0
336,Pringsewu,ID,2020-02-19 00:14:41,-5.36,104.97,72.16,97,45,2.71,scattered clouds,0,0
337,Myaundzha,RU,2020-02-19 00:12:06,63.05,147.19,-7.65,89,100,2.44,overcast clouds,0,0
338,Abu Samrah,SY,2020-02-19 00:14:41,35.3,37.18,46.89,90,91,8.93,overcast clouds,0,0
339,Praia Da Vitoria,PT,2020-02-19 00:14:41,38.73,-27.07,59.0,67,75,11.54,broken clouds,0,0
340,Algodones,MX,2020-02-19 00:14:41,20.39,-105.48,77.0,73,5,9.17,clear sky,0,0
341,Kapuskasing,CA,2020-02-19 00:14:41,49.42,-82.43,10.4,78,75,14.99,light snow,0,0
342,Chulucanas,PE,2020-02-19 00:14:42,-5.09,-80.16,72.52,66,98,7.96,overcast clouds,0,0
343,Aleksandrovsk-Sakhalinskiy,RU,2020-02-19 00:14:42,50.9,142.16,1.89,95,91,5.82,overcast clouds,0,0
344,Inyonga,TZ,2020-02-19 00:14:42,-6.72,32.07,65.34,96,2,3.71,clear sky,0,0
345,Puerto Madryn,AR,2020-02-19 00:14:42,-42.77,-65.04,75.7,25,78,13.62,broken clouds,0,0
346,Severo-Kurilsk,RU,2020-02-19 00:14:42,50.68,156.12,19.58,85,100,5.12,overcast clouds,0,0
347,Santa Ana Arriba,DO,2020-02-19 00:14:42,19.3,-70.35,78.8,88,40,11.41,scattered clouds,0,0
348,Adre,TD,2020-02-19 00:14:42,13.47,22.2,67.37,24,35,11.54,scattered clouds,0,0
349,Cabo San Lucas,MX,2020-02-19 00:14:42,22.89,-109.91,81.0,22,5,10.29,clear sky,0,0
350,Fortuna,US,2020-02-19 00:14:43,40.6,-124.16,55.99,62,1,10.29,clear sky,0,0
351,Pitimbu,BR,2020-02-19 00:14:43,-7.47,-34.81,80.6,83,20,11.41,few clouds,0,0
352,Kahului,US,2020-02-19 00:14:43,20.89,-156.47,82.4,54,20,18.34,few clouds,0,0
353,Snyder,US,2020-02-19 00:14:43,32.72,-100.92,51.01,49,1,9.17,clear sky,0,0
354,San Pedro De Macoris,DO,2020-02-19 00:14:43,18.46,-69.3,80.6,65,40,4.7,scattered clouds,0,0
355,Ereymentau,KZ,2020-02-19 00:14:43,51.62,73.1,19.31,94,100,26.49,snow,0,0
356,Kalmunai,LK,2020-02-19 00:14:43,7.42,81.82,79.3,67,29,11.48,scattered clouds,0,0
357,Bibiani,GH,2020-02-19 00:14:44,6.46,-2.32,74.21,86,9,2.51,clear sky,0,0
358,Adrar,MR,2020-02-19 00:14:44,20.5,-10.07,71.96,13,59,12.19,broken clouds,0,0
359,Koumac,NC,2020-02-19 00:14:44,-20.57,164.28,85.51,54,3,5.46,clear sky,0,0
360,Santa Clarita,US,2020-02-19 00:13:33,34.39,-118.54,72.0,49,1,6.93,clear sky,0,0
361,Eyrarbakki,IS,2020-02-19 00:14:44,63.86,-21.15,32.0,80,75,9.17,light shower snow,0,0
362,Pevek,RU,2020-02-19 00:14:44,69.7,170.31,-20.67,99,100,6.17,overcast clouds,0,0
363,Amahai,ID,2020-02-19 00:14:44,-3.33,128.92,82.47,72,98,10.0,overcast clouds,0,0
364,Anuradhapura,LK,2020-02-19 00:14:45,8.36,80.42,64.81,95,5,3.11,clear sky,0,0
365,San Ignacio,BZ,2020-02-19 00:14:45,17.16,-89.07,89.6,46,20,11.41,few clouds,0,0
366,Maracacume,BR,2020-02-19 00:14:45,-2.04,-45.96,75.02,98,100,2.89,light rain,0,0
367,Bandarbeyla,SO,2020-02-19 00:14:45,9.49,50.81,76.98,80,33,12.93,light rain,0,0
368,Kurchum,KZ,2020-02-19 00:14:45,48.57,83.65,10.35,95,99,3.27,light snow,0,0
369,Port Hardy,CA,2020-02-19 00:14:45,50.7,-127.42,42.8,70,5,9.17,clear sky,0,0
370,Vardo,NO,2020-02-19 00:14:45,70.37,31.11,21.2,79,40,17.22,shower rain,0,0
371,Brewster,US,2020-02-19 00:14:45,41.4,-73.62,43.0,100,90,3.36,light rain,0,0
372,Meulaboh,ID,2020-02-19 00:14:46,4.14,96.13,81.05,81,96,8.19,light rain,0,0
373,Sioux Lookout,CA,2020-02-19 00:14:46,50.1,-91.92,1.4,59,20,10.29,few clouds,0,0
374,Fort Wellington,GY,2020-02-19 00:14:46,6.4,-57.6,79.86,77,94,20.38,light rain,0,0
375,Road Town,VG,2020-02-19 00:14:46,18.42,-64.62,78.8,69,20,13.87,light rain,0,0
376,Sassandra,CI,2020-02-19 00:14:46,4.95,-6.08,79.75,85,0,5.66,clear sky,0,0
377,Palu,ID,2020-02-19 00:12:56,-0.89,119.87,71.71,89,100,1.19,overcast clouds,0,0
378,Chalakudi,IN,2020-02-19 00:14:46,10.3,76.34,73.4,88,11,6.02,mist,0,0
379,Balkhash,KZ,2020-02-19 00:14:46,46.84,74.98,4.57,85,41,6.85,scattered clouds,0,0
380,Ambon,ID,2020-02-19 00:14:46,-3.7,128.18,84.2,74,75,4.7,broken clouds,0,0
381,Kidal,ML,2020-02-19 00:14:47,18.44,1.41,68.22,13,46,11.52,scattered clouds,0,0
382,Marfino,RU,2020-02-19 00:14:47,55.7,37.38,39.2,86,75,11.18,broken clouds,0,0
383,Acapulco,MX,2020-02-19 00:14:02,16.86,-99.89,86.0,58,5,8.05,clear sky,0,0
384,Virden,US,2020-02-19 00:14:47,39.5,-89.77,36.0,74,1,5.82,clear sky,0,0
385,Nanakuli,US,2020-02-19 00:14:47,21.39,-158.15,82.4,88,90,12.75,overcast clouds,0,0
386,Miri,MY,2020-02-19 00:13:28,4.41,114.01,75.2,100,75,3.36,broken clouds,0,0
387,Zhangye,CN,2020-02-19 00:14:48,38.93,100.45,25.52,26,0,2.64,clear sky,0,0
388,Tautira,PF,2020-02-19 00:14:48,-17.73,-149.15,87.8,66,40,13.87,scattered clouds,0,0
389,Gladstone,AU,2020-02-19 00:13:43,-23.85,151.25,90.0,62,40,5.82,scattered clouds,0,0
390,Molina,CL,2020-02-19 00:14:48,-35.12,-71.28,84.2,18,0,10.29,clear sky,0,0
391,Gigmoto,PH,2020-02-19 00:14:49,13.78,124.39,77.27,80,90,29.64,light rain,0,0
392,Provideniya,RU,2020-02-19 00:12:07,64.38,-173.3,10.4,72,90,15.66,overcast clouds,0,0
393,Erdenet,MN,2020-02-19 00:14:49,49.03,104.08,-0.87,92,2,1.95,clear sky,0,0
394,Te Anau,NZ,2020-02-19 00:14:49,-45.42,167.72,56.93,66,42,6.29,light rain,0,0
395,Jaciara,BR,2020-02-19 00:14:49,-15.97,-54.97,76.35,86,83,0.45,light rain,0,0
396,Bilibino,RU,2020-02-19 00:14:49,68.05,166.44,-26.48,98,94,1.28,overcast clouds,0,0
397,Vagur,FO,2020-02-19 00:14:50,61.47,-6.81,42.96,80,7,15.01,light rain,0,0
398,Holme,DK,2020-02-19 00:14:50,56.11,10.17,41.0,93,94,8.05,light intensity shower rain,0,0
399,Veraval,IN,2020-02-19 00:14:50,20.9,70.37,69.51,52,47,6.76,scattered clouds,0,0
400,Beaver Dam,US,2020-02-19 00:10:47,43.46,-88.84,30.2,68,1,9.17,clear sky,0,0
401,Saint-Augustin,CA,2020-02-19 00:14:50,51.23,-58.65,8.96,81,0,15.93,clear sky,0,0
402,Shingu,JP,2020-02-19 00:14:51,33.73,135.98,39.2,69,20,4.7,few clouds,0,0
403,Trogir,HR,2020-02-19 00:14:51,43.51,16.25,52.0,43,92,3.36,overcast clouds,0,0
404,Monchegorsk,RU,2020-02-19 00:14:51,67.94,32.87,12.81,94,76,2.48,broken clouds,0,0
405,Ojinaga,MX,2020-02-19 00:14:51,29.57,-104.42,69.8,35,1,4.7,clear sky,0,0
406,Vincennes,FR,2020-02-19 00:14:51,48.85,2.43,46.99,81,100,14.99,light rain,0,0
407,Tambacounda,SN,2020-02-19 00:14:51,13.75,-13.76,86.0,9,0,6.93,clear sky,0,0
408,Rincon,US,2020-02-19 00:11:25,32.3,-81.24,66.2,100,90,5.82,mist,0,0
409,Lavrentiya,RU,2020-02-19 00:14:51,65.58,-171.0,-4.77,80,100,10.13,light snow,0,0
410,Ransang,PH,2020-02-19 00:14:52,8.96,117.58,79.63,71,0,7.09,clear sky,0,0
411,Matagami,CA,2020-02-19 00:14:52,49.75,-77.63,14.0,92,90,9.17,light snow,0,0
412,Luena,AO,2020-02-19 00:14:52,-11.78,19.92,63.63,96,85,2.66,moderate rain,0,0
413,Bairiki,KI,2020-02-19 00:14:52,1.33,172.98,87.8,74,40,12.75,scattered clouds,0,0
414,Ballina,AU,2020-02-19 00:14:52,-28.87,153.57,87.01,66,31,10.29,scattered clouds,0,0
415,Vaitape,PF,2020-02-19 00:14:52,-16.52,-151.75,82.69,77,99,12.55,overcast clouds,0,0
416,Waiuku,NZ,2020-02-19 00:10:29,-37.25,174.75,81.0,61,66,8.05,broken clouds,0,0
417,Kruisfontein,ZA,2020-02-19 00:14:52,-34.0,24.73,63.68,93,44,8.08,scattered clouds,0,0
418,Tuatapere,NZ,2020-02-19 00:14:53,-46.13,167.68,61.0,76,32,15.99,light rain,0,0
419,Mizdah,LY,2020-02-19 00:14:53,31.45,12.98,46.85,70,0,0.94,clear sky,0,0
420,Sulzbach-Rosenberg,DE,2020-02-19 00:14:53,49.5,11.75,42.8,87,50,10.29,scattered clouds,0,0
421,Kaeo,NZ,2020-02-19 00:10:24,-35.1,173.78,82.0,77,85,2.91,overcast clouds,0,0
422,Maine-Soroa,NE,2020-02-19 00:14:53,13.21,12.02,68.25,22,100,8.39,overcast clouds,0,0
423,Ulladulla,AU,2020-02-19 00:14:53,-35.35,150.47,73.4,43,20,19.46,few clouds,0,0
424,Atambua,ID,2020-02-19 00:14:53,-9.11,124.89,80.26,83,59,1.77,light rain,0,0
425,Mbini,GQ,2020-02-19 00:14:53,1.57,9.61,80.89,81,68,6.69,broken clouds,0,0
426,Batagay,RU,2020-02-19 00:12:06,67.63,134.63,-16.24,90,80,2.86,broken clouds,0,0
427,Kovdor,RU,2020-02-19 00:14:53,67.57,30.48,17.13,96,100,3.96,overcast clouds,0,0
428,Zenzeli,RU,2020-02-19 00:14:54,45.92,47.05,41.94,82,94,11.86,overcast clouds,0,0
429,Maniitsoq,GL,2020-02-19 00:14:54,65.42,-52.9,11.03,85,100,11.54,light snow,0,0
430,Kharp,RU,2020-02-19 00:14:54,66.8,65.81,23.5,98,99,5.82,light snow,0,0
431,Ngunguru,NZ,2020-02-19 00:14:54,-35.62,174.5,75.0,72,97,5.99,overcast clouds,0,0
432,Saryagash,KZ,2020-02-19 00:14:54,41.45,69.17,30.2,92,90,6.93,mist,0,0
433,Havre-Saint-Pierre,CA,2020-02-19 00:14:54,50.23,-63.6,15.8,66,90,10.29,overcast clouds,0,0
434,San Carlos Del Zulia,VE,2020-02-19 00:14:54,9.0,-71.91,82.27,64,95,7.99,overcast clouds,0,0
435,Trairi,BR,2020-02-19 00:14:55,-3.28,-39.27,75.31,93,100,1.95,light rain,0,0
436,Morro Bay,US,2020-02-19 00:14:55,35.37,-120.85,68.0,31,1,13.87,clear sky,0,0
437,Araouane,ML,2020-02-19 00:14:55,18.9,-3.53,73.83,13,11,8.97,few clouds,0,0
438,Broken Hill,AU,2020-02-19 00:14:55,-31.95,141.43,62.6,59,90,21.92,overcast clouds,0,0
439,Twin Falls,US,2020-02-19 00:11:22,42.56,-114.46,37.4,24,1,3.36,clear sky,0,0
440,Tutoia,BR,2020-02-19 00:14:55,-2.76,-42.27,75.99,95,100,5.39,moderate rain,0,0
441,Novyy Urengoy,RU,2020-02-19 00:12:05,66.08,76.63,18.32,94,100,14.76,light snow,0,0
442,Muzhi,RU,2020-02-19 00:14:55,65.37,64.67,27.79,86,70,10.67,broken clouds,0,0
443,Vallenar,CL,2020-02-19 00:13:08,-28.57,-70.76,64.42,71,0,2.66,clear sky,0,0
444,Molde,NO,2020-02-19 00:14:56,62.74,7.16,41.0,86,69,12.75,light intensity shower rain,0,0
445,Sollies-Pont,FR,2020-02-19 00:14:56,43.19,6.04,51.01,49,0,3.36,clear sky,0,0
446,Faro,PT,2020-02-19 00:14:24,37.02,-7.93,57.2,62,0,10.29,clear sky,0,0
447,Jerusalem,IL,2020-02-19 00:14:56,31.77,35.22,59.0,87,90,9.17,overcast clouds,0,0
448,Tierra Colorada,MX,2020-02-19 00:14:56,17.17,-99.58,86.0,58,5,8.05,clear sky,0,0
449,Husavik,IS,2020-02-19 00:14:56,66.04,-17.34,26.6,92,75,6.93,light snow,0,0
450,Hatillo,PR,2020-02-19 00:14:56,18.49,-66.83,79.0,75,40,19.46,scattered clouds,0,0
451,Visnes,NO,2020-02-19 00:14:57,59.36,5.22,42.01,80,96,11.41,light rain,0,0
452,Honiara,SB,2020-02-19 00:14:57,-9.43,159.95,85.05,62,0,6.35,clear sky,0,0
453,Amga,RU,2020-02-19 00:14:57,60.9,131.96,-19.68,98,94,1.52,overcast clouds,0,0
454,Sorong,ID,2020-02-19 00:14:57,-0.88,131.25,78.22,85,100,5.61,overcast clouds,0,0
455,Bealanana,MG,2020-02-19 00:14:57,-14.55,48.73,67.5,97,100,0.6,light rain,0,0
456,Cap Malheureux,MU,2020-02-19 00:14:57,-19.98,57.61,78.8,74,40,6.93,light rain,0,0
457,Mango,US,2020-02-19 00:14:57,27.98,-82.31,80.01,73,1,3.36,clear sky,0,0
458,Mormugao,IN,2020-02-19 00:14:57,15.4,73.8,67.28,60,0,2.17,clear sky,0,0
459,Springbok,ZA,2020-02-19 00:14:58,-29.66,17.89,71.67,36,0,8.57,clear sky,0,0
460,Harboore,DK,2020-02-19 00:14:58,56.62,8.18,39.99,93,93,9.17,moderate rain,0,0
461,Mae Hong Son,TH,2020-02-19 00:14:58,19.3,97.97,54.55,76,13,2.35,few clouds,0,0
462,Nenjiang,CN,2020-02-19 00:14:58,49.18,125.22,3.11,83,0,4.88,clear sky,0,0
463,Plouzane,FR,2020-02-19 00:14:58,48.38,-4.62,50.0,87,93,18.34,light rain,0,0
464,Tubuala,PA,2020-02-19 00:14:58,9.52,-79.03,84.2,66,40,8.05,scattered clouds,0,0
465,Yulara,AU,2020-02-19 00:14:58,-25.24,130.99,78.8,21,4,18.34,clear sky,0,0
466,Longjiang,CN,2020-02-19 00:14:58,47.33,123.18,6.17,81,0,6.67,clear sky,0,0
467,Las Tunas,CU,2020-02-19 00:14:59,20.96,-76.95,80.6,65,0,16.11,clear sky,0,0
468,Naples,IT,2020-02-19 00:12:35,40.83,14.25,55.99,81,40,1.12,light rain,0,0
469,Mutis,CO,2020-02-19 00:14:59,6.23,-77.4,81.52,83,0,8.79,clear sky,0,0
470,Kungurtug,RU,2020-02-19 00:14:59,50.6,97.52,2.01,97,100,0.69,light snow,0,0
471,Tessalit,ML,2020-02-19 00:14:59,20.2,1.01,69.06,13,80,11.36,broken clouds,0,0
472,Sampit,ID,2020-02-19 00:15:00,-2.53,112.95,77.0,86,91,1.16,overcast clouds,0,0
473,Aitape,PG,2020-02-19 00:15:00,-3.14,142.35,81.09,80,65,11.63,moderate rain,0,0
474,Santa Cruz,BO,2020-02-19 00:15:00,-17.8,-63.17,84.2,74,75,8.05,broken clouds,0,0
475,Ankang,CN,2020-02-19 00:15:00,32.68,109.02,41.45,63,100,2.51,overcast clouds,0,0
476,Namatanai,PG,2020-02-19 00:15:01,-3.67,152.43,79.83,85,100,9.37,moderate rain,0,0
477,Raudeberg,NO,2020-02-19 00:15:02,61.99,5.14,39.2,86,100,17.22,light intensity shower rain,0,0
478,Marawi,PH,2020-02-19 00:15:02,8.0,124.29,77.0,78,4,5.99,clear sky,0,0
479,Shanhetun,CN,2020-02-19 00:15:02,44.7,127.2,10.53,90,23,5.93,few clouds,0,0
480,Klyuchi,RU,2020-02-19 00:15:02,52.27,79.17,20.55,94,100,18.68,snow,0,0
481,Kuytun,RU,2020-02-19 00:15:03,54.34,101.5,4.01,97,100,2.01,overcast clouds,0,0
482,Ardatov,RU,2020-02-19 00:15:03,55.24,43.1,33.76,98,100,6.98,overcast clouds,0,0
483,Abu Zabad,SD,2020-02-19 00:15:03,12.35,29.25,68.67,21,0,11.61,clear sky,0,0
484,Aksay,RU,2020-02-19 00:15:03,47.26,39.87,28.4,92,1,2.24,mist,0,0
485,Kysyl-Syr,RU,2020-02-19 00:15:03,63.9,122.76,-16.42,98,92,2.82,overcast clouds,0,0
486,Battle Creek,US,2020-02-19 00:15:03,42.32,-85.18,30.99,68,1,12.75,clear sky,0,0
487,Surovikino,RU,2020-02-19 00:15:03,48.61,42.85,29.59,88,0,6.38,clear sky,0,0
488,Kirakira,SB,2020-02-19 00:15:04,-10.45,161.92,84.74,69,14,4.25,light rain,0,0
489,Telbang,PH,2020-02-19 00:15:04,16.17,120.06,74.41,53,6,9.28,clear sky,0,0
490,Olga,RU,2020-02-19 00:15:04,43.74,135.29,23.58,63,19,9.55,few clouds,0,0
491,Shubarshi,KZ,2020-02-19 00:15:04,48.59,57.19,22.06,80,95,12.28,overcast clouds,0,0
492,La Asuncion,VE,2020-02-19 00:15:04,11.03,-63.86,82.4,69,68,16.11,broken clouds,0,0
493,Daru,PG,2020-02-19 00:15:04,-9.08,143.21,85.5,70,100,7.34,overcast clouds,0,0
494,Muros,ES,2020-02-19 00:15:04,42.78,-9.06,51.01,100,2,1.12,clear sky,0,0
495,Kulhudhuffushi,MV,2020-02-19 00:15:04,6.62,73.07,81.5,68,19,9.19,few clouds,0,0
496,Faya,SA,2020-02-19 00:15:05,18.39,42.45,60.8,51,0,3.56,clear sky,0,0
497,Palauig,PH,2020-02-19 00:15:05,15.44,119.9,74.37,52,0,4.36,clear sky,0,0
498,San Patricio,MX,2020-02-19 00:15:05,19.22,-104.7,82.4,78,5,5.82,clear sky,0,0
499,Hamilton,US,2020-02-19 00:12:15,39.18,-84.53,41.0,80,90,6.93,overcast clouds,0,0
500,Leshukonskoye,RU,2020-02-19 00:15:05,64.9,45.76,33.46,98,100,8.37,light snow,0,0
501,Pouembout,NC,2020-02-19 00:15:05,-21.13,164.9,81.95,68,10,7.9,clear sky,0,0
502,Mantua,IT,2020-02-19 00:15:06,45.17,10.78,48.99,93,99,3.36,fog,0,0
503,Vila Franca Do Campo,PT,2020-02-19 00:15:06,37.72,-25.43,55.4,93,75,8.05,broken clouds,0,0
